Year,Stand,Quadrat,Date,Light1,Light2,Light3,Light4,% Moisture1,% Moisture2,% Moisture3,% Moisture4,Veg%Cover,Nurselog%Cover,Moss%Cover,Litter%Cover,Bare%Cover,Rock%Cover,Tree%Cover,Log%Cover,Root%Cover,ABAM,CANO,PSME,THPL,TSHE,TSME,PICO,PIEN,ABLA,ABPR,PIMO,Notes
2010,AO03,1,21-06-10,9,21,8,17,30.5,42.6,32.2,38.6,70,0,40,20,0,0,0,0,0,2,0,0,9,25,0,0,0,0,0,0,
2010,AO03,2,21-06-10,18,11,9,7,15,15.2,27.1,13.7,30,60,60,10,0,0,0,0,0,0,0,0,11,55,0,0,0,0,0,0,
2010,AO03,3,21-06-10,7,22,6,14,18.8,15.7,15.2,19.8,60,0,0,30,0,0,0,0,0,5,0,0,8,47,0,0,0,0,0,0,
2010,AO03,4,21-06-10,7,28,12,17,11,18.6,14.4,20..5,20,90,10,10,0,0,0,0,0,0,0,0,40,119,0,0,0,0,0,0,
2010,AO03,5,21-06-10,5,12,15,16,17.9,22.6,22,18.6,25,30,20,60,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,
2010,AO03,6,21-06-10,18,12,14,7,33.8,26.3,24,27.7,40,5,0,80,0,0,0,0,0,1,0,0,13,42,0,0,0,0,0,0,
2010,AV02,1,22-06-10,7,7,8,18,22.2,16.3,229,20.5,30,5,20,80,0,0,0,0,0,4,0,0,6,109,0,0,0,0,0,0,
2010,AV02,2,22-06-10,14,17,6,14,19.6,19.2,37.9,26.5,1,0,1,98,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,
2010,AV02,3,22-06-10,11,15,9,6,18.2,15.8,24.6,21.6,0,0,5,95,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,
2010,AV02,4,22-06-10,6,6,8,12,15.6,15.8,24.6,21.6,0,0,20,80,0,5,0,0,0,1,0,0,0,53,0,0,0,0,0,0,
2010,AV02,5,22-06-10,22,11,11,8,18.5,12.6,16.5,22.1,7,0,30,60,0,0,0,0,0,4,0,0,0,183,0,0,0,0,0,0,
2010,AV02,6,22-06-10,5,14,17,21,12.8,14.8,8,11.5,3,50,40,30,0,0,0,0,0,2,0,0,10,179,0,0,0,0,0,0,
2010,AB08,1,24-06-10,12,24,10,16,21,21.8,19.2,20.2,15,0,50,45,0,0,0,0,0,0,0,0,3,147,0,0,0,0,0,0,
2010,AB08,2,24-06-10,7,18,23,21,13.8,11.8,14.7,20.5,25,40,30,15,0,0,0,0,0,0,0,0,9,221,0,0,0,0,0,0,
2010,AB08,3,24-06-10,19,26,23,13,23.7,17.4,18.8,21.5,15,0,80,15,0,0,0,0,0,0,0,0,17,402,0,0,0,0,0,0,
2010,AB08,4,24-06-10,24,31,18,14,19.2,12.1,19.5,22,15,25,70,35,0,0,0,0,0,1,0,0,9,167,0,0,0,0,0,0,
2010,AB08,5,24-06-10,18,16,33,18,21.5,22.7,23.7,25.4,5,0,80,15,0,0,0,0,0,0,0,0,17,374,0,0,0,0,0,0,
2010,AB08,6,24-06-10,20,20,14,22,19.7,14.6,15.5,22.8,10,0,40,60,0,0,0,0,0,1,0,1,22,315,0,0,0,0,0,0,
2010,PP17,1,22-06-10,30,21,17,32,21.5,15.6,15.4,10.1,1,0,0,90,5,5,0,0,0,0,0,5,2,6,0,5,0,0,0,0,
2010,PP17,2,22-06-10,17,19,21,10,15.2,30,20.7,16.9,1,0,0,95,5,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,
2010,PP17,3,22-06-10,83,70,40,68,20.9,18.1,19.7,14.1,10,0,5,80,2,9,0,0,0,1,0,2,2,3,0,1,0,1,0,0,
2010,PP17,4,22-06-10,68,74,69,77,32.1,16.5,21.1,11.1,0,0,1,50,40,6,0,0,0,0,2,9,1,20,0,1,3,0,0,0,
2010,PP17,5,22-06-10,40,11,18,42,8.1,1.1,5,0.8,0,0,0,50,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
2010,PP17,6,22-06-10,39,40,41,49,13.1,16.9,17.8,10.9,0,0,10,60,8,17,0,0,0,0,0,4,0,14,0,0,1,0,0,0,
2010,TA01,1,21-06-10,11,10,23,20,10.7,19.7,19.6,28.3,25,0,15,60,0,0,0,0,0,0,0,1,2,78,0,0,0,0,0,0,
2010,TA01,2,21-06-10,16,23,17,18,14.7,24.9,9.3,15.8,20,0,75,5,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,
2010,TA01,3,21-06-10,13,19,19,15,23.4,2.2,14.4,11.8,1,0,40,45,0,15,0,0,0,0,0,0,0,27,0,0,0,0,0,0,
2010,TA01,4,21-06-10,10,16,17,14,13.1,15.4,18.3,17.9,10,0,80,10,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,
2010,TA01,5,21-06-10,8,17,13,22,17.5,25.4,18.8,16.8,35,0,35,30,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,
2010,TA01,6,21-06-10,7,10,14,14,16.3,24,19.2,24.7,10,0,30,60,0,0,0,0,0,0,0,2,0,76,0,0,0,0,0,0,
2010,AE10,1,12-07-10,57,11,5,4,17.2,17.8,9.2,4.2,10,30,3,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AE10,2,12-07-10,14,45,15,10,20.6,19.2,12.6,14.3,35,0,0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AE10,3,12-07-10,11,15,5,23,11.2,12.7,13.7,13.9,5,0,7,90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AE10,4,12-07-10,17,16,19,21,17.9,14.3,14,14,3,0,5,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AE10,5,12-07-10,10,16,18,12,13.2,15.9,7.33,4.8,0,0,7,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AE10,6,12-07-10,21,24,17,13,14.4,9.3,6.7,9,5,0,3,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Two surveys were taken because the first (july 12th) was thought to be too early. There weren't substantially more seedlings in this second survey (july 26) (only 2 additional Cano), so I chose to use this earlier survey - but this data are available in the Seedling Data 2008-2012 full data file"
2010,AG05,1,14-06-10,32,25,21,29,15.9,10.1,18.2,20,1,30,25,75,5,0,0,0,0,1,0,0,15,30,0,0,0,0,0,0,
2010,AG05,2,14-06-10,25,27,25,38,16.6,8.3,14,4.2,1,50,5,75,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,
2010,AG05,3,14-06-10,4,10,11,16,13.5,11,11.8,6,5,0,15,80,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,
